都道府県番号,都道府県名,PCR検査陽性者数,入院者数,入院患者受入確保病床,入院患者受入確保想定病床数,うち重症者数,重症患者受入確保病床数,重症患者受入確保想定病床数,宿泊療養者数,宿泊施設受入可能室数,自宅療養者数,社会福祉施設等療養者数,確認中の人数,更新日,出典,入院患者フェーズ,入院患者病床使用率,入院患者即応病床数,重症者フェーズ,重症患者病床使用率,重症患者即応病床数,宿泊療養フェーズ,宿泊療養施設居室使用率,宿泊療養施設施設居室,入院患者受入即応病床数,入院率,重症患者受入即応病床数,宿泊施設受入即応室数,うち社会福祉施設等療養者数,療養先調整中の人数,うち入院先調整中の人数,入院者数（確保病床）,入院者数（臨時）,入院患者受入確保病床（臨時）,うち重症者数（確保病床）,うち重症者数（臨時確保病床）,うち重症患者受入確保病床数（臨時）,うち宿泊療養者数（臨時）,うち宿泊施設受入可能室数（臨時）,臨時施設療養者数,臨時施設フェーズ,臨時施設即応定員数,臨時施設確保定員数,臨時施設確保定員使用率
23,愛知県,479,123,1722,,12,183,,61,1691,256,,,2021-10-13,https://www.mhlw.go.jp/content/10900000/000844091.xlsx,４／４,7%,,４／４,7%,,４／４,4%,,1722,26%,183,1628,0,38,3,,,,,,,,,,,,,
24,三重県,95,49,462,,3,51,,3,259,43,,,2021-10-13,https://www.mhlw.go.jp/content/10900000/000844091.xlsx,３／３,11%,,３／３,6%,,３／３,1%,,462,52%,51,259,0,0,0,,,,,,,,,,,,,
25,滋賀県,48,22,439,,1,52,,14,677,12,,,2021-10-13,https://www.mhlw.go.jp/content/10900000/000844091.xlsx,４／４,5%,,４／４,2%,,４／４,2%,,437,46%,52,677,0,0,0,,,,,,,,,,,,,
26,京都府,283,62,738,,11,161,,45,1126,176,,,2021-10-13,https://www.mhlw.go.jp/content/10900000/000844091.xlsx,３／３,8%,,３／３,7%,,３／３,4%,,708,22%,161,1126,0,0,0,,,,,,,,,,,,,
27,大阪府,1629,462,3423,,165,1296,,290,8408,805,,,2021-10-13,https://www.mhlw.go.jp/content/10900000/000844091.xlsx,２／５,13%,,２／５,13%,,４／６,3%,,2735,28%,1029,4108,0,72,0,,,,,,,,,,,,,
28,兵庫県,504,140,1357,,13,142,,107,2011,222,,,2021-10-13,https://www.mhlw.go.jp/content/10900000/000844091.xlsx,６／６,10%,,６／６,9%,,６／６,5%,,1357,28%,142,2011,0,35,14,,,,,,,,,,,,,
29,奈良県,106,49,469,,3,34,,22,948,1,,,2021-10-13,https://www.mhlw.go.jp/content/10900000/000844091.xlsx,２／３,10%,,２／３,9%,,２／３,2%,,418,46%,32,948,1,34,0,,,,,,,,,,,,,
30,和歌山県,16,16,581,,1,26,,0,288,0,,,2021-10-13,https://www.mhlw.go.jp/content/10900000/000844091.xlsx,３／３,3%,,３／３,4%,,３／３,0%,,581,100%,26,151,0,0,0,,,,,,,,,,,,,
31,鳥取県,10,10,337,,0,47,,0,364,0,,,2021-10-13,https://www.mhlw.go.jp/content/10900000/000844091.xlsx,３／３,3%,,２／３,0%,,１／１,0%,,301,100%,44,277,0,0,0,,,,,,,,,,,,,
32,島根県,9,9,324,,0,25,,0,133,0,,,2021-10-13,https://www.mhlw.go.jp/content/10900000/000844091.xlsx,１／５,3%,,１／５,0%,,１／５,0%,,196,100%,5,0,0,0,0,,,,,,,,,,,,,
33,岡山県,66,27,557,,2,68,,22,507,17,,,2021-10-13,https://www.mhlw.go.jp/content/10900000/000844091.xlsx,３／４,5%,,３／４,3%,,３／４,4%,,435,41%,49,507,0,0,0,,,,,,,,,,,,,
34,広島県,116,44,877,,4,69,,38,2397,34,,,2021-10-13,https://www.mhlw.go.jp/content/10900000/000844091.xlsx,３／５,5%,,３／５,6%,,３／５,2%,,557,38%,47,1597,0,0,0,,,,,,,,,,,,,
35,山口県,70,40,533,,0,47,,10,583,11,,,2021-10-13,https://www.mhlw.go.jp/content/10900000/000844091.xlsx,２／４,8%,,２／４,0%,,２／４,2%,,237,57%,10,483,0,9,6,,,,,,,,,,,,,
36,徳島県,19,13,234,,0,25,,3,400,3,,,2021-10-13,https://www.mhlw.go.jp/content/10900000/000844091.xlsx,３／４,6%,,３／４,0%,,３／４,1%,,234,68%,25,400,0,0,0,,,,,,,,,,,,,
37,香川県,13,11,238,,1,30,,1,368,0,,,2021-10-13,https://www.mhlw.go.jp/content/10900000/000844091.xlsx,２／３,5%,,２／３,3%,,２／３,0%,,180,85%,21,368,0,1,0,,,,,,,,,,,,,
38,愛媛県,89,27,244,,1,19,,21,263,41,,,2021-10-13,https://www.mhlw.go.jp/content/10900000/000844091.xlsx,３／３,11%,,３／３,5%,,３／３,8%,,244,30%,19,263,0,0,0,,,,,,,,,,,,,
39,高知県,14,9,238,,0,58,,5,268,0,,,2021-10-13,https://www.mhlw.go.jp/content/10900000/000844091.xlsx,３／５,4%,,３／５,0%,,３／５,2%,,167,64%,16,228,0,0,0,,,,,,,,,,,,,
40,福岡県,396,99,1482,,16,203,,55,2106,241,,,2021-10-13,https://www.mhlw.go.jp/content/10900000/000844091.xlsx,４／５,7%,,４／５,8%,,４／５,3%,,1336,25%,190,2000,0,0,0,,,,,,,,,,,,,
41,佐賀県,31,11,468,,1,48,,20,515,0,,,2021-10-13,https://www.mhlw.go.jp/content/10900000/000844091.xlsx,１／５,2%,,１／５,2%,,１／４,4%,,263,35%,8,515,0,0,0,,,,,,,,,,,,,
42,長崎県,47,25,440,,0,38,,17,535,5,,,2021-10-13,https://www.mhlw.go.jp/content/10900000/000844091.xlsx,２／４,6%,,２／４,0%,,２／４,3%,,115,53%,21,513,0,0,0,,,,,,,,,,,,,
43,熊本県,40,17,642,,4,56,,10,1000,10,,,2021-10-13,https://www.mhlw.go.jp/content/10900000/000844091.xlsx,２／２,3%,,２／２,7%,,２／２,1%,,642,43%,56,1000,0,3,0,,,,,,,,,,,,,
44,大分県,51,29,495,,1,43,,17,1249,3,,,2021-10-13,https://www.mhlw.go.jp/content/10900000/000844091.xlsx,２／４,6%,,２／４,2%,,２／４,1%,,495,57%,43,1019,0,2,0,,,,,,,,,,,,,
45,宮崎県,14,4,332,,0,33,,10,450,0,,,2021-10-13,https://www.mhlw.go.jp/content/10900000/000844091.xlsx,３／３,1%,,３／３,0%,,３／３,2%,,332,29%,33,450,0,0,0,,,,,,,,,,,,,
46,鹿児島県,26,13,475,,0,34,,10,1261,0,,,2021-10-13,https://www.mhlw.go.jp/content/10900000/000844091.xlsx,２／４,3%,,２／４,0%,,２／４,1%,,205,50%,8,0,0,3,0,,,,,,,,,,,,,
47,沖縄県,275,42,534,,4,63,,72,702,101,,,2021-10-13,https://www.mhlw.go.jp/content/10900000/000844091.xlsx,３／５,8%,,３／５,6%,,３／５,10%,,308,15%,63,410,0,60,0,,,,,,,,,,,,,
01,北海道,223,57,2000,,1,137,,23,2370,133,,,2021-10-20,https://www.mhlw.go.jp/content/10900000/000846979.xlsx,１／３,3%,,１／３,1%,,２／２,1%,,1114,26%,82,2370,22,10,0,,,,,,,,,,,,,
02,青森県,122,14,349,,1,31,,26,470,61,,,2021-10-20,https://www.mhlw.go.jp/content/10900000/000846979.xlsx,２／４,4%,,２／４,3%,,２／４,6%,,339,26%,31,470,0,3,0,,,,,,,,,,,,,
03,岩手県,0,0,350,,0,45,,0,511,0,,,2021-10-20,https://www.mhlw.go.jp/content/10900000/000846979.xlsx,２／３,0%,,２／３,0%,,２／３,0%,,250,－,30,247,0,0,0,,,,,,,,,,,,,
04,宮城県,14,4,498,,1,54,,5,1250,5,,,2021-10-20,https://www.mhlw.go.jp/content/10900000/000846979.xlsx,５／５,1%,,５／５,2%,,５／５,0%,,498,29%,54,1250,0,0,0,,,,,,,,,,,,,
05,秋田県,2,1,273,,0,22,,1,304,0,,,2021-10-20,https://www.mhlw.go.jp/content/10900000/000846979.xlsx,４／６,0%,,４／６,0%,,４／６,0%,,158,50%,12,304,0,0,0,,,,,,,,,,,,,
06,山形県,25,22,237,,0,26,,0,134,3,,,2021-10-20,https://www.mhlw.go.jp/content/10900000/000846979.xlsx,３／４,9%,,３／４,0%,,３／４,0%,,237,88%,26,134,0,0,0,,,,,,,,,,,,,
07,福島県,13,13,637,,2,49,,0,503,0,,,2021-10-20,https://www.mhlw.go.jp/content/10900000/000846979.xlsx,４／４,2%,,４／４,4%,,４／４,0%,,637,100%,45,503,0,0,0,,,,,,,,,,,,,
08,茨城県,75,36,600,,6,70,,19,1345,19,,,2021-10-20,https://www.mhlw.go.jp/content/10900000/000846979.xlsx,３／４,6%,,３／４,9%,,６／９,1%,,410,49%,50,1020,0,0,0,,,,,,,,,,,,,
09,栃木県,54,23,502,,2,46,,15,725,13,,,2021-10-20,https://www.mhlw.go.jp/content/10900000/000846979.xlsx,１／３,5%,,１／３,4%,,１／３,2%,,374,43%,27,665,0,3,0,,,,,,,,,,,,,
10,群馬県,47,17,509,,2,76,,22,1747,7,,,2021-10-20,https://www.mhlw.go.jp/content/10900000/000846979.xlsx,１／４,3%,,１／４,3%,,１／６,1%,,184,36%,15,183,0,1,0,,,,,,,,,,,,,
11,埼玉県,283,125,1774,,22,183,,54,1986,81,,,2021-10-20,https://www.mhlw.go.jp/content/10900000/000846979.xlsx,４／４,7%,,４／４,12%,,４／４,3%,,1774,44%,183,1925,0,23,0,,,,,,,,,,,,,
12,千葉県,191,107,1369,,7,108,,37,1390,47,,,2021-10-20,https://www.mhlw.go.jp/content/10900000/000846979.xlsx,２／３,8%,,２／３,6%,,２／３,3%,,1322,56%,108,1390,0,0,0,,,,,,,,,,,,,
13,東京都,676,266,6651,,93,1207,,66,3310,168,,,2021-10-20,https://www.mhlw.go.jp/content/10900000/000846979.xlsx,１／３,4%,,１／３,8%,,４／４,2%,,4964,41%,1207,3310,6,162,10,,,,,,,,,,,,,
14,神奈川県,311,152,2000,,14,210,,25,2428,134,,,2021-10-20,https://www.mhlw.go.jp/content/10900000/000846979.xlsx,２／４,8%,,２／４,7%,,１／１,1%,,1432,49%,131,2428,0,0,0,,,,,,,,,,,,,
15,新潟県,25,22,555,,0,112,,2,300,1,,,2021-10-20,https://www.mhlw.go.jp/content/10900000/000846979.xlsx,２／３,4%,,２／３,0%,,２／３,1%,,555,88%,112,300,0,0,0,,,,,,,,,,,,,
16,富山県,14,7,500,,0,36,,2,625,5,,,2021-10-20,https://www.mhlw.go.jp/content/10900000/000846979.xlsx,１／４,1%,,１／４,0%,,１／４,0%,,83,50%,12,625,0,0,0,,,,,,,,,,,,,
17,石川県,26,12,303,,1,37,,7,560,4,,,2021-10-20,https://www.mhlw.go.jp/content/10900000/000846979.xlsx,２／３,4%,,２／３,3%,,２／３,1%,,250,54%,33,560,0,1,0,,,,,,,,,,,,,
18,福井県,13,11,424,,0,24,,2,316,0,,,2021-10-20,https://www.mhlw.go.jp/content/10900000/000846979.xlsx,１／５,3%,,１／５,0%,,１／５,1%,,104,85%,7,187,0,0,0,,,,,,,,,,,,,
19,山梨県,8,6,376,,0,24,,2,966,0,,,2021-10-20,https://www.mhlw.go.jp/content/10900000/000846979.xlsx,１／４,2%,,１／４,0%,,１／４,0%,,89,75%,7,966,0,0,0,,,,,,,,,,,,,
20,長野県,36,19,529,,0,43,,7,806,10,,,2021-10-20,https://www.mhlw.go.jp/content/10900000/000846979.xlsx,１／３,4%,,１／３,0%,,１／３,1%,,124,53%,28,806,0,0,0,,,,,,,,,,,,,
21,岐阜県,101,53,859,,2,59,,36,1619,0,,,2021-10-20,https://www.mhlw.go.jp/content/10900000/000846979.xlsx,１／３,6%,,１／３,3%,,１／３,2%,,335,52%,53,549,0,12,0,,,,,,,,,,,,,
22,静岡県,41,7,744,,0,65,,19,870,11,,,2021-10-20,https://www.mhlw.go.jp/content/10900000/000846979.xlsx,３／５,1%,,３／５,0%,,３／５,2%,,744,17%,65,870,0,4,0,,,,,,,,,,,,,
23,愛知県,298,78,1605,,5,173,,34,1691,169,,,2021-10-20,https://www.mhlw.go.jp/content/10900000/000846979.xlsx,４／４,5%,,４／４,3%,,４／４,2%,,1605,27%,173,1628,0,15,0,,,,,,,,,,,,,
24,三重県,48,19,466,,1,51,,13,375,16,,,2021-10-20,https://www.mhlw.go.jp/content/10900000/000846979.xlsx,３／３,4%,,３／３,2%,,３／３,3%,,466,40%,51,375,0,0,0,,,,,,,,,,,,,
25,滋賀県,35,20,439,,1,52,,11,677,2,,,2021-10-20,https://www.mhlw.go.jp/content/10900000/000846979.xlsx,４／４,5%,,４／４,2%,,４／４,2%,,437,57%,52,677,0,2,2,,,,,,,,,,,,,
26,京都府,95,27,738,,2,161,,28,1126,40,,,2021-10-20,https://www.mhlw.go.jp/content/10900000/000846979.xlsx,３／３,4%,,３／３,1%,,３／３,2%,,708,28%,161,1126,0,0,0,,,,,,,,,,,,,
27,大阪府,988,285,3423,,100,1296,,188,8408,481,,,2021-10-20,https://www.mhlw.go.jp/content/10900000/000846979.xlsx,２／５,8%,,２／５,8%,,４／６,2%,,2482,29%,996,4108,0,34,0,,,,,,,,,,,,,
28,兵庫県,281,94,1357,,8,142,,66,2011,94,,,2021-10-20,https://www.mhlw.go.jp/content/10900000/000846979.xlsx,３／６,7%,,３／６,6%,,３／６,3%,,700,33%,100,1000,0,27,15,,,,,,,,,,,,,
29,奈良県,82,34,469,,2,34,,27,1130,0,,,2021-10-20,https://www.mhlw.go.jp/content/10900000/000846979.xlsx,２／３,7%,,２／３,6%,,２／３,2%,,418,41%,32,1130,0,21,0,,,,,,,,,,,,,
30,和歌山県,5,5,581,,1,26,,0,288,0,,,2021-10-20,https://www.mhlw.go.jp/content/10900000/000846979.xlsx,３／３,1%,,３／３,4%,,３／３,0%,,581,100%,26,151,0,0,0,,,,,,,,,,,,,
31,鳥取県,8,7,337,,0,47,,0,364,1,,,2021-10-20,https://www.mhlw.go.jp/content/10900000/000846979.xlsx,３／３,2%,,２／３,0%,,１／１,0%,,301,88%,44,277,0,0,0,,,,,,,,,,,,,
32,島根県,39,31,324,,0,25,,0,133,0,,,2021-10-20,https://www.mhlw.go.jp/content/10900000/000846979.xlsx,２／５,10%,,２／５,0%,,２／５,0%,,196,79%,5,133,0,8,8,,,,,,,,,,,,,
33,岡山県,58,19,557,,2,68,,23,507,16,,,2021-10-20,https://www.mhlw.go.jp/content/10900000/000846979.xlsx,３／４,3%,,３／４,3%,,３／４,5%,,491,33%,51,507,0,0,0,,,,,,,,,,,,,
34,広島県,141,40,878,,1,69,,63,2397,38,,,2021-10-20,https://www.mhlw.go.jp/content/10900000/000846979.xlsx,２／５,5%,,２／５,1%,,２／５,3%,,441,28%,35,824,0,0,0,,,,,,,,,,,,,
35,山口県,46,35,533,,0,47,,6,583,3,,,2021-10-20,https://www.mhlw.go.jp/content/10900000/000846979.xlsx,２／４,7%,,２／４,0%,,２／４,1%,,237,76%,10,483,0,2,2,,,,,,,,,,,,,
36,徳島県,7,7,234,,0,25,,0,400,0,,,2021-10-20,https://www.mhlw.go.jp/content/10900000/000846979.xlsx,３／４,3%,,３／４,0%,,３／４,0%,,234,100%,25,400,0,0,0,,,,,,,,,,,,,
37,香川県,6,4,238,,0,30,,1,368,1,,,2021-10-20,https://www.mhlw.go.jp/content/10900000/000846979.xlsx,１／３,2%,,１／３,0%,,１／３,0%,,146,67%,17,368,0,0,0,,,,,,,,,,,,,
38,愛媛県,51,18,244,,1,19,,8,263,25,,,2021-10-20,https://www.mhlw.go.jp/content/10900000/000846979.xlsx,３／３,7%,,３／３,5%,,３／３,3%,,244,35%,19,263,0,0,0,,,,,,,,,,,,,
39,高知県,28,15,238,,0,58,,12,268,0,,,2021-10-20,https://www.mhlw.go.jp/content/10900000/000846979.xlsx,２／５,6%,,２／５,0%,,２／５,4%,,146,54%,16,147,0,1,1,,,,,,,,,,,,,
40,福岡県,291,60,1482,,9,203,,52,2106,178,,,2021-10-20,https://www.mhlw.go.jp/content/10900000/000846979.xlsx,３／５,4%,,３／５,4%,,３／５,2%,,813,21%,105,1200,0,0,0,,,,,,,,,,,,,
41,佐賀県,18,14,468,,0,48,,4,515,0,,,2021-10-20,https://www.mhlw.go.jp/content/10900000/000846979.xlsx,１／５,3%,,１／５,0%,,１／４,1%,,263,78%,8,515,0,0,0,,,,,,,,,,,,,
42,長崎県,48,25,440,,0,38,,6,535,16,,,2021-10-20,https://www.mhlw.go.jp/content/10900000/000846979.xlsx,２／４,6%,,２／４,0%,,２／４,1%,,115,52%,21,513,0,1,0,,,,,,,,,,,,,
43,熊本県,45,19,642,,1,56,,9,1000,15,,,2021-10-20,https://www.mhlw.go.jp/content/10900000/000846979.xlsx,２／２,3%,,２／２,2%,,２／２,1%,,642,42%,56,1000,0,2,2,,,,,,,,,,,,,
44,大分県,15,11,495,,0,43,,4,1249,0,,,2021-10-20,https://www.mhlw.go.jp/content/10900000/000846979.xlsx,１／４,2%,,１／４,0%,,１／４,0%,,495,73%,43,1019,0,0,0,,,,,,,,,,,,,
45,宮崎県,8,6,332,,0,33,,1,450,0,,,2021-10-20,https://www.mhlw.go.jp/content/10900000/000846979.xlsx,３／３,2%,,３／３,0%,,３／３,0%,,332,75%,33,450,0,1,1,,,,,,,,,,,,,
46,鹿児島県,22,14,475,,0,34,,8,1261,0,,,2021-10-20,https://www.mhlw.go.jp/content/10900000/000846979.xlsx,２／４,3%,,２／４,0%,,２／４,1%,,205,64%,8,0,0,0,0,,,,,,,,,,,,,
47,沖縄県,251,40,534,,6,63,,78,852,90,,,2021-10-20,https://www.mhlw.go.jp/content/10900000/000846979.xlsx,３／５,7%,,３／５,10%,,３／５,9%,,261,16%,63,410,0,43,0,,,,,,,,,,,,,
01,北海道,136,48,2000,,1,137,,12,2370,72,,,2021-10-27,https://www.mhlw.go.jp/content/10900000/000849653.xlsx,１／３,2%,,１／３,1%,,２／２,1%,,1114,35%,82,2370,19,4,0,,,,,,,,,,,,,
02,青森県,27,11,349,,1,31,,4,700,6,,,2021-10-27,https://www.mhlw.go.jp/content/10900000/000849653.xlsx,２／４,3%,,２／４,3%,,２／４,1%,,339,56%,31,700,0,2,0,,,,,,,,,,,,,
03,岩手県,0,0,350,,0,45,,0,511,0,,,2021-10-27,https://www.mhlw.go.jp/content/10900000/000849653.xlsx,２／３,0%,,２／３,0%,,２／３,0%,,250,－,30,274,0,0,0,,,,,,,,,,,,,
04,宮城県,7,2,498,,1,54,,5,1250,0,,,2021-10-27,https://www.mhlw.go.jp/content/10900000/000849653.xlsx,５／５,0%,,５／５,2%,,５／５,0%,,498,29%,54,1250,0,0,0,,,,,,,,,,,,,
05,秋田県,2,0,273,,0,22,,2,395,0,,,2021-10-27,https://www.mhlw.go.jp/content/10900000/000849653.xlsx,３／６,0%,,３／６,0%,,３／６,1%,,136,0%,10,395,0,0,0,,,,,,,,,,,,,
06,山形県,19,17,237,,0,26,,0,134,1,,,2021-10-27,https://www.mhlw.go.jp/content/10900000/000849653.xlsx,３／４,7%,,３／４,0%,,３／４,0%,,237,89%,26,134,0,1,0,,,,,,,,,,,,,
07,福島県,7,6,637,,2,49,,0,503,1,,,2021-10-27,https://www.mhlw.go.jp/content/10900000/000849653.xlsx,４／４,1%,,４／４,4%,,４／４,0%,,637,86%,45,503,0,0,0,,,,,,,,,,,,,
08,茨城県,34,9,600,,3,70,,22,1345,3,,,2021-10-27,https://www.mhlw.go.jp/content/10900000/000849653.xlsx,３／４,2%,,３／４,4%,,６／９,2%,,410,26%,50,1020,0,0,0,,,,,,,,,,,,,
09,栃木県,20,14,502,,1,46,,2,725,4,,,2021-10-27,https://www.mhlw.go.jp/content/10900000/000849653.xlsx,１／３,3%,,１／３,2%,,１／３,0%,,374,70%,27,665,0,0,0,,,,,,,,,,,,,
10,群馬県,40,18,519,,2,76,,20,1747,2,,,2021-10-27,https://www.mhlw.go.jp/content/10900000/000849653.xlsx,１／４,3%,,１／４,3%,,１／６,1%,,194,45%,15,183,0,0,0,,,,,,,,,,,,,
11,埼玉県,167,81,1774,,20,183,,26,1986,48,,,2021-10-27,https://www.mhlw.go.jp/content/10900000/000849653.xlsx,３／４,5%,,３／４,11%,,４／４,1%,,1335,49%,162,1925,0,12,0,,,,,,,,,,,,,
12,千葉県,100,50,1305,,5,106,,23,1390,23,,,2021-10-27,https://www.mhlw.go.jp/content/10900000/000849653.xlsx,２／３,4%,,２／３,5%,,２／３,2%,,1093,50%,96,1390,0,4,0,,,,,,,,,,,,,
13,東京都,426,165,6651,,59,1207,,38,3310,115,,,2021-10-27,https://www.mhlw.go.jp/content/10900000/000849653.xlsx,１／３,2%,,１／３,5%,,４／４,1%,,4923,42%,1207,3310,0,96,2,,,,,,,,,,,,,
14,神奈川県,190,107,2000,,14,210,,9,2428,73,,,2021-10-27,https://www.mhlw.go.jp/content/10900000/000849653.xlsx,１／４,5%,,１／４,7%,,１／１,0%,,1292,56%,114,2428,0,1,0,,,,,,,,,,,,,
15,新潟県,17,12,555,,0,112,,0,300,4,,,2021-10-27,https://www.mhlw.go.jp/content/10900000/000849653.xlsx,２／３,2%,,２／３,0%,,２／３,0%,,555,71%,112,300,0,1,1,,,,,,,,,,,,,
16,富山県,8,5,500,,0,36,,2,625,1,,,2021-10-27,https://www.mhlw.go.jp/content/10900000/000849653.xlsx,１／４,1%,,１／４,0%,,１／４,0%,,83,63%,12,625,0,0,0,,,,,,,,,,,,,
17,石川県,20,7,303,,1,37,,10,560,2,,,2021-10-27,https://www.mhlw.go.jp/content/10900000/000849653.xlsx,２／３,2%,,２／３,3%,,２／３,2%,,250,35%,33,560,0,1,0,,,,,,,,,,,,,
18,福井県,4,4,424,,0,24,,0,316,0,,,2021-10-27,https://www.mhlw.go.jp/content/10900000/000849653.xlsx,１／５,1%,,１／５,0%,,１／５,0%,,95,100%,4,187,0,0,0,,,,,,,,,,,,,
19,山梨県,7,6,376,,0,24,,1,966,0,,,2021-10-27,https://www.mhlw.go.jp/content/10900000/000849653.xlsx,１／４,2%,,１／４,0%,,１／４,0%,,89,86%,7,966,0,0,0,,,,,,,,,,,,,
20,長野県,32,15,529,,0,43,,11,806,6,,,2021-10-27,https://www.mhlw.go.jp/content/10900000/000849653.xlsx,１／３,3%,,１／３,0%,,１／３,1%,,124,47%,28,806,0,0,0,,,,,,,,,,,,,
21,岐阜県,67,29,859,,2,59,,34,1619,0,,,2021-10-27,https://www.mhlw.go.jp/content/10900000/000849653.xlsx,１／３,3%,,１／３,3%,,１／３,2%,,335,43%,53,549,0,4,0,,,,,,,,,,,,,
22,静岡県,20,6,713,,0,65,,8,870,6,,,2021-10-27,https://www.mhlw.go.jp/content/10900000/000849653.xlsx,２／５,1%,,２／５,0%,,２／５,1%,,713,30%,65,870,0,0,0,,,,,,,,,,,,,
23,愛知県,246,53,1605,,5,173,,24,1691,132,,,2021-10-27,https://www.mhlw.go.jp/content/10900000/000849653.xlsx,４／４,3%,,４／４,3%,,４／４,1%,,1605,22%,173,1628,0,36,1,,,,,,,,,,,,,
24,三重県,30,13,466,,1,51,,5,375,12,,,2021-10-27,https://www.mhlw.go.jp/content/10900000/000849653.xlsx,３／３,3%,,３／３,2%,,３／３,1%,,466,43%,51,375,0,0,0,,,,,,,,,,,,,
25,滋賀県,46,23,439,,1,52,,16,677,5,,,2021-10-27,https://www.mhlw.go.jp/content/10900000/000849653.xlsx,４／４,5%,,４／４,2%,,４／４,2%,,437,50%,52,677,0,2,0,,,,,,,,,,,,,
26,京都府,72,30,738,,0,161,,17,1126,25,,,2021-10-27,https://www.mhlw.go.jp/content/10900000/000849653.xlsx,３／３,4%,,３／３,0%,,３／３,2%,,708,42%,161,1126,0,0,0,,,,,,,,,,,,,
27,大阪府,599,172,3443,,51,1292,,97,8408,303,,,2021-10-27,https://www.mhlw.go.jp/content/10900000/000849653.xlsx,１／５,5%,,１／５,4%,,４／６,1%,,2443,29%,983,4108,0,27,0,,,,,,,,,,,,,
28,兵庫県,239,91,1357,,7,142,,36,2011,56,,,2021-10-27,https://www.mhlw.go.jp/content/10900000/000849653.xlsx,３／６,7%,,３／６,5%,,３／６,2%,,700,38%,100,1000,0,56,18,,,,,,,,,,,,,
29,奈良県,53,22,469,,2,34,,18,1130,0,,,2021-10-27,https://www.mhlw.go.jp/content/10900000/000849653.xlsx,２／３,5%,,２／３,6%,,２／３,2%,,370,42%,32,1130,0,13,0,,,,,,,,,,,,,
30,和歌山県,4,4,581,,0,26,,0,288,0,,,2021-10-27,https://www.mhlw.go.jp/content/10900000/000849653.xlsx,３／３,1%,,３／３,0%,,３／３,0%,,581,100%,26,151,0,0,0,,,,,,,,,,,,,
31,鳥取県,5,5,337,,0,47,,0,364,0,,,2021-10-27,https://www.mhlw.go.jp/content/10900000/000849653.xlsx,３／３,1%,,２／３,0%,,１／１,0%,,301,100%,44,277,0,0,0,,,,,,,,,,,,,
32,島根県,24,18,324,,1,25,,0,133,0,,,2021-10-27,https://www.mhlw.go.jp/content/10900000/000849653.xlsx,１／５,6%,,１／５,4%,,１／５,0%,,212,75%,5,133,0,6,6,,,,,,,,,,,,,
33,岡山県,34,10,557,,1,68,,9,507,14,,,2021-10-27,https://www.mhlw.go.jp/content/10900000/000849653.xlsx,３／４,2%,,３／４,1%,,３／４,2%,,491,29%,51,507,0,1,1,,,,,,,,,,,,,
34,広島県,64,21,869,,0,64,,23,2397,19,,,2021-10-27,https://www.mhlw.go.jp/content/10900000/000849653.xlsx,２／５,2%,,２／５,0%,,２／５,1%,,474,33%,37,824,0,1,0,,,,,,,,,,,,,
35,山口県,27,19,533,,0,47,,7,583,1,,,2021-10-27,https://www.mhlw.go.jp/content/10900000/000849653.xlsx,２／４,4%,,２／４,0%,,２／４,1%,,237,70%,10,483,0,0,0,,,,,,,,,,,,,
36,徳島県,3,3,234,,0,25,,0,400,0,,,2021-10-27,https://www.mhlw.go.jp/content/10900000/000849653.xlsx,３／４,1%,,３／４,0%,,３／４,0%,,234,100%,25,400,0,0,0,,,,,,,,,,,,,
37,香川県,7,3,238,,0,30,,0,368,4,,,2021-10-27,https://www.mhlw.go.jp/content/10900000/000849653.xlsx,１／３,1%,,１／３,0%,,１／３,0%,,146,43%,17,368,0,0,0,,,,,,,,,,,,,
38,愛媛県,49,23,244,,0,19,,6,263,20,,,2021-10-27,https://www.mhlw.go.jp/content/10900000/000849653.xlsx,３／３,9%,,３／３,0%,,３／３,2%,,244,47%,19,263,0,0,0,,,,,,,,,,,,,
39,高知県,16,6,238,,0,58,,8,268,0,,,2021-10-27,https://www.mhlw.go.jp/content/10900000/000849653.xlsx,２／５,3%,,２／５,0%,,２／５,3%,,146,38%,16,147,0,2,0,,,,,,,,,,,,,
40,福岡県,98,38,1482,,7,203,,17,2106,43,,,2021-10-27,https://www.mhlw.go.jp/content/10900000/000849653.xlsx,２／５,3%,,２／５,3%,,２／５,1%,,550,39%,92,800,0,0,0,,,,,,,,,,,,,
41,佐賀県,36,20,468,,0,48,,16,515,0,,,2021-10-27,https://www.mhlw.go.jp/content/10900000/000849653.xlsx,１／５,4%,,１／５,0%,,１／４,3%,,263,56%,8,515,0,0,0,,,,,,,,,,,,,
42,長崎県,27,9,440,,0,38,,8,535,8,,,2021-10-27,https://www.mhlw.go.jp/content/10900000/000849653.xlsx,２／４,2%,,２／４,0%,,２／４,1%,,115,33%,21,513,0,2,0,,,,,,,,,,,,,
43,熊本県,18,11,642,,2,56,,1,1000,2,,,2021-10-27,https://www.mhlw.go.jp/content/10900000/000849653.xlsx,２／２,2%,,２／２,4%,,２／２,0%,,642,61%,56,1000,0,4,0,,,,,,,,,,,,,
44,大分県,7,0,495,,0,43,,3,1249,0,,,2021-10-27,https://www.mhlw.go.jp/content/10900000/000849653.xlsx,１／４,0%,,１／４,0%,,１／４,0%,,495,57%,43,1019,0,0,0,,,,,,,,,,,,,
